id,key,n,c,p,location,sitename,sitenumber,lat,long,habitat,date,time,species,weight,tl,sl,sex,family,year
TET18A064,AE1,6.6777358055,35.6666755676,0.8120026957,Tetiaroa,TO4,NA,-16.98261,-149.56053,Slope,2018-10-28,12.10-14.00,Chaetodon ornatissimus,119.3,14.6,11.9,M,Chaetodontidae,2018
TET18A065,AE1,1.9104069471,31.4132671356,0.3614144401,Tetiaroa,TO4,NA,-16.98261,-149.56053,Slope,2018-10-28,12.10-14.00,Naso lituratus,256,26.1,20.9,F,Acanthuridae,2018
TET18A066,AE1,1.7993078232,30.8889427185,0.2587843775,Tetiaroa,TO4,NA,-16.98261,-149.56053,Slope,2018-10-28,12.10-14.00,Naso lituratus,295.6,34.5,21.1,M,Acanthuridae,2018
TET18A067,AE1,2.9716968536,32.3077507019,0.326424512,Tetiaroa,TO4,NA,-16.98261,-149.56053,Slope,2018-10-28,12.10-14.00,Naso lituratus,240.2,24.6,20.3,F,Acanthuridae,2018
TET18A068,AE1,0.8194845319,14.7233877182,0.215738938,Tetiaroa,TO4,NA,-16.98261,-149.56053,Slope,2018-10-28,12.10-14.00,Ctenochaetus striatus,124.3,21.1,15.2,F,Acanthuridae,2018
TET18A069,AE1,11.782787323,41.9727325439,NA,Tetiaroa,TO4,NA,-16.98261,-149.56053,Slope,2018-10-28,12.10-14.00,Cephalopholis argus,278.2,26.2,20.1,M,Serranidae,2018
TET18A070,AE1,2.4371519089,30.4526195526,0.2610775731,Tetiaroa,TO4,NA,-16.98261,-149.56053,Slope,2018-10-28,12.10-14.00,Naso lituratus,283.5,26.7,21.1,F,Acanthuridae,2018
TET18A077,AE1,5.6144170761,45.7773628235,NA,Tetiaroa,TO4,NA,-16.98261,-149.56053,Slope,2018-10-28,12.10-14.00,Cephalopholis argus,225.8,25.3,20,F,Serranidae,2018
TET18A078,AE1,1.3374783993,16.6402244568,0.1755553801,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Chlorurus spilurus,NA,28.1,22.2,M,Scaridae,2018
TET18A079,AE1,1.0628781319,16.3364448547,0.2568342843,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Chlorurus spilurus,NA,28,21.2,M,Scaridae,2018
TET18A080,AE1,2.2541518211,20.2198543549,0.7551891132,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Chlorurus spilurus,NA,29,25,F,Scaridae,2018
TET18A081,AE1,0.9514850974,13.1111240387,0.133007669,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Ctenochaetus striatus,124.8,21.2,14.7,NA,Acanthuridae,2018
TET18A082,AE1,3.6108739376,21.7610778809,0.5888421041,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Rhinecanthus aculeatus,93.3,16.3,13.3,M,Balistidae,2018
TET18A083,AE1,1.2516475916,14.1756725311,0.1084414652,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Ctenochaetus striatus,73.3,17.5,12.1,NA,Acanthuridae,2018
TET18A084,AE1,1.4273458719,13.1101045609,0.1589402318,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Ctenochaetus striatus,88.4,17.8,12,M,Acanthuridae,2018
TET18A085,AE1,4.8708028793,42.6018409729,0.2611018455,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Zebrasoma scopas,26,11.6,9.2,NA,Acanthuridae,2018
TET18A086,AE1,NA,NA,0.4454954254,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Zebrasoma scopas,24.5,11.1,9,NA,Acanthuridae,2018
TET18A087,AE1,3.0206768513,34.5440864563,0.3091813025,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Zebrasoma scopas,63.6,14,11.1,NA,Acanthuridae,2018
TET18A088,AE1,3.6059377193,35.6359100342,0.5481861833,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Zebrasoma scopas,41.6,13.6,10.3,M,Acanthuridae,2018
TET18A089,AE1,2.0580229759,25.1425457001,0.4986174734,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Stegastes nigricans,30.3,11.8,8.9,M,Pomacentridae,2018
TET18A090,AE1,5.8231959343,54.6460533142,0.452543697,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Zebrasoma scopas,26,11.9,8.9,NA,Acanthuridae,2018
TET18A091,AE1,1.3765829802,16.9394626617,0.3372376185,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Halichoeres trimaculatus,25.2,13.3,10.8,M,Labridae,2018
TET18A092,AE1,2.5902812481,24.0604171753,0.4362927773,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Rhinecanthus aculeatus,81.9,16.1,13.5,F,Balistidae,2018
TET18A093,AE1,2.2349591255,19.9521865845,0.7019698931,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Rhinecanthus aculeatus,27.2,11.7,9.2,M,Balistidae,2018
TET18A094,AE1,2.0404279232,19.3056316376,0.5576242777,Tetiaroa,TL1,NA,-17.00431,-149.57365,Lagoon,2018-10-29,10.30-11.40,Rhinecanthus aculeatus,178.8,20.1,16.4,M,Balistidae,2018
TET18A095,AE1,5.5545663834,31.7777996063,0.5758381639,Tetiaroa,TL2,NA,-17.00312,-149.58804,Lagoon,2018-10-29,12.10-14.30,Chaetodon ornatissimus,147.7,15,13,M,Chaetodontidae,2018
TET18A096,AE1,0.25078848,13.3058481216,0.0958918581,Tetiaroa,TL2,NA,-17.00312,-149.58804,Lagoon,2018-10-29,12.10-14.30,Ctenochaetus striatus,153.6,20.6,15.2,F,Acanthuridae,2018
TET18A097,AE1,1.6813466549,19.1080741882,0.3340507834,Tetiaroa,TL2,NA,-17.00312,-149.58804,Lagoon,2018-10-29,12.10-14.30,Stegastes nigricans,64.2,13.5,10,F,Pomacentridae,2018
TET18A101,AE1,1.6466677189,18.8473758698,0.4658741796,Tetiaroa,TL2,NA,-17.00312,-149.58804,Lagoon,2018-10-29,12.10-14.30,Rhinecanthus aculeatus,159.9,17.5,14.5,M,Balistidae,2018
TET18A103,AE1,4.6442685127,28.1211204529,0.7226760054,Tetiaroa,TL2,NA,-17.00312,-149.58804,Lagoon,2018-10-29,12.10-14.30,Epinephelus merra,147.1,22.4,17.5,M,Serranidae,2018
TET18A105,AE1,5.6338772774,27.8798503876,1.3846110615,Tetiaroa,TL2,NA,-17.00312,-149.58804,Lagoon,2018-10-29,12.10-14.30,Epinephelus merra,54.4,17.1,13.9,F,Serranidae,2018
TET18A106,AE1,12.8325405121,41.7941207886,82.2595954138,Tetiaroa,TL2,NA,-17.00312,-149.58804,Lagoon,2018-10-29,12.10-14.30,Cephalopholis argus,264.7,27.2,21.9,F,Serranidae,2018
TET18A108,AE1,11.9302768707,42.1526870728,NA,Tetiaroa,TL2,NA,-17.00312,-149.58804,Lagoon,2018-10-29,12.10-14.30,Epinephelus merra,143.3,21.6,17.5,M,Serranidae,2018
TET18A109,AE1,6.1770296097,31.8825969696,0.8451904881,Tetiaroa,TL2,NA,-17.00312,-149.58804,Lagoon,2018-10-29,12.10-14.30,Epinephelus merra,55.5,16.9,13.4,F,Serranidae,2018
TET18A110,AE1,4.5323872566,30.548538208,0.9076638178,Tetiaroa,TL3,NA,-17.00309,-149.58783,Lagoon,2018-10-30,10.45-13.00,Chlorurus spilurus,230.2,22.5,20.5,F,Scaridae,2018
TET18A111,AE1,1.3235505819,17.8523139954,0.5734103737,Tetiaroa,TL3,NA,-17.00309,-149.58783,Lagoon,2018-10-30,10.45-13.00,Stegastes nigricans,86.3,15,11.1,F,Pomacentridae,2018
TET18A112,AE1,2.1787724495,20.2156486511,0.7366841118,Tetiaroa,TL3,NA,-17.00309,-149.58783,Lagoon,2018-10-30,10.45-13.00,Stegastes nigricans,95.6,14.6,11.1,F,Pomacentridae,2018
TET18A113,AE1,1.5287095308,17.6772518158,0.2295803054,Tetiaroa,TL3,NA,-17.00309,-149.58783,Lagoon,2018-10-30,10.45-13.00,Rhinecanthus aculeatus,186.3,20.9,17.1,M,Balistidae,2018
TET18A114,AE1,1.9436963797,19.2144489288,0.4435413348,Tetiaroa,TL3,NA,-17.00309,-149.58783,Lagoon,2018-10-30,10.45-13.00,Stegastes nigricans,16.4,9.3,6.2,NA,Pomacentridae,2018
TET18A116,AE1,1.5171951056,17.4113883972,0.4168692821,Tetiaroa,TL3,NA,-17.00309,-149.58783,Lagoon,2018-10-30,10.45-13.00,Rhinecanthus aculeatus,179.2,20.1,16.3,M,Balistidae,2018
TET18A117,AE1,2.5436096191,21.6424102783,0.7947579649,Tetiaroa,TL3,NA,-17.00309,-149.58783,Lagoon,2018-10-30,10.45-13.00,Rhinecanthus aculeatus,103.9,17.3,14.1,F,Balistidae,2018
TET18A118,AE1,1.0583506823,15.7224283218,0.2881386029,Tetiaroa,TL3,NA,-17.00309,-149.58783,Lagoon,2018-10-30,10.45-13.00,Rhinecanthus aculeatus,131.8,18.5,14.9,M,Balistidae,2018
TET18A119,AE1,2.8021950722,27.3149013519,0.3264676251,Tetiaroa,TL3,NA,-17.00309,-149.58783,Lagoon,2018-10-30,10.45-13.00,Rhinecanthus aculeatus,66.1,15.4,12.4,F,Balistidae,2018
TET18A120,AE1,5.303686142,30.795381546,0.2625006425,Tetiaroa,TL3,NA,-17.00309,-149.58783,Lagoon,2018-10-30,10.45-13.00,Epinephelus merra,136.7,22.5,17.7,M,Serranidae,2018
TET18A121,AE1,3.5755889416,22.8948688507,0.6963143856,Tetiaroa,TL3,NA,-17.00309,-149.58783,Lagoon,2018-10-30,10.45-13.00,Epinephelus merra,177.5,22.6,18.6,F,Serranidae,2018
TET18A127,AE1,3.905936718,34.5032157898,0.693587048,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Zebrasoma scopas,107.3,16.5,13.5,M,Acanthuridae,2018
TET18A128,AE1,3.8251821995,33.7950973511,0.2854452295,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Zebrasoma scopas,99,16.9,13.4,M,Acanthuridae,2018
TET18A129,AE1,3.666816473,33.4375228882,0.3169664579,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Zebrasoma scopas,112.4,16.9,13.6,M,Acanthuridae,2018
TET18A130,AE1,5.1063774021,34.936480351,NA,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Naso lituratus,236.5,23.8,19.1,F,Acanthuridae,2018
TET18A131,AE1,7.3391633034,42.1368598938,0.358234498,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Abudefduf sexfasciatus,82.1,17.9,13,M,Pomacentridae,2018
TET18A132,AE1,8.418627739,43.0549621582,0.4079200627,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Abudefduf sexfasciatus,55.2,15.8,11.1,F,Pomacentridae,2018
TET18A133,AE1,8.045668602,43.9710617065,0.2554748752,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Abudefduf sexfasciatus,66,16.9,12.3,M,Pomacentridae,2018
TET18A134,AE1,8.3698797226,44.0537223816,0.526203785,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Abudefduf sexfasciatus,66,16.3,11.4,M,Pomacentridae,2018
TET18A135,AE1,8.2724819183,42.8234176636,1.5463004567,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Abudefduf sexfasciatus,27,12.9,9.1,M,Pomacentridae,2018
TET18A136,AE1,4.7249240875,35.3567428589,0.7962235131,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Zebrasoma scopas,57.6,13.7,11,F,Acanthuridae,2018
TET18A137,AE1,7.5806484222,39.7124595642,0.7794516515,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Chaetodon reticulatus,67.4,13.3,11,M,Chaetodontidae,2018
TET18A138,AE1,7.5670542717,41.3764915466,14.095720125,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Chaetodon reticulatus,62.4,13.5,11.2,F,Chaetodontidae,2018
TET18A139,AE1,10.0351991653,41.5979423523,NA,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Epibulus insidiator,146.3,22.5,19.2,F,Labridae,2018
TET18A140,AE1,5.9858822823,44.942905426,NA,Tetiaroa,TO5,NA,-17.00358,-149.59195,Slope,2018-10-30,13.15-14.45,Epibulus insidiator,203.5,23.7,18.8,F,Labridae,2018
TET18A144,AE1,7.4206471443,48.0580215454,NA,Tetiaroa,TL5,NA,-17.00335,-149.57213,Lagoon,2018-11-01,12.25-13.20,Myripristis violacea,109.7,18,15,M,Holocentridae,2018
TET18A146,AE1,7.3957972527,39.5788269043,2.0100386177,Tetiaroa,TL4,NA,-17.00968,-149.5784,Lagoon,2018-11-01,11.00-12.00,Stegastes nigricans,20,9.3,7.1,M,Pomacentridae,2018
TET18A149,AE1,4.2202377319,44.0329170227,1.4655085231,Tetiaroa,TL5,NA,-17.00335,-149.57213,Lagoon,2018-11-01,12.25-13.20,Stegastes nigricans,32.9,11,8.1,NA,Pomacentridae,2018
TET18A150,AE1,3.2758481503,61.3045425415,0.188049325,Tetiaroa,TL7,NA,-16.99409,-149.55589,Lagoon,2018-11-02,11.00-11.50,Chaetodon auriga,97.4,15.4,12.5,NA,Chaetodontidae,2018
TET18A151,AE1,2.5956366062,22.9626979828,NA,Tetiaroa,TO6,NA,-16.99398,-149.5563,Slope,2018-11-03,9.30-10.45,Naso lituratus,257.2,23.9,18.6,F,Acanthuridae,2018
TET18A152,AE1,8.482875824,44.9269065857,1.2322010086,Tetiaroa,TO6,NA,-16.99398,-149.5563,Slope,2018-11-03,9.30-10.45,Chaetodon auriga,106.4,16.6,13.8,M,Chaetodontidae,2018
TET18A153,AE1,3.8303194046,28.4098739624,NA,Tetiaroa,TO6,NA,-16.99398,-149.5563,Slope,2018-11-03,9.30-10.45,Epibulus insidiator,216.5,23,20,NA,Labridae,2018
TET18A154,AE1,5.9254250526,33.0187950134,71.1936038366,Tetiaroa,TO6,NA,-16.99398,-149.5563,Slope,2018-11-03,9.30-10.45,Epibulus insidiator,172.3,21,17,F,Labridae,2018
TET18A158,AE1,7.8616280556,38.4764404297,0.8765461951,Tetiaroa,TO7,NA,-17.00007,-149.5899,Slope,2018-11-03,11.00-12.10,Chaetodon ornatissimus,95.2,14.6,12,F,Chaetodontidae,2018
TET18A159,AE1,3.6703495979,58.3082885742,0.0994470647,Tetiaroa,TO7,NA,-17.00007,-149.5899,Slope,2018-11-03,11.00-12.10,Abudefduf sexfasciatus,86.3,18,14,M,Pomacentridae,2018
TET18A160,AE1,7.7985854149,40.8546333313,1.158068542,Tetiaroa,TO7,NA,-17.00007,-149.5899,Slope,2018-11-03,11.00-12.10,Chaetodon reticulatus,135.9,13.9,11.5,M,Chaetodontidae,2018
TET18A161,AE1,9.8582077026,37.6762771606,NA,Tetiaroa,TO7,NA,-17.00007,-149.5899,Slope,2018-11-03,11.00-12.10,Sargocentron spiniferum,NA,29.9,25.1,M,Holocentridae,2018
TET18A162,AE1,5.3791546822,28.3773174286,0.9461632771,Tetiaroa,TO7,NA,-17.00007,-149.5899,Slope,2018-11-03,11.00-12.10,Sargocentron spiniferum,NA,30,25,F,Holocentridae,2018
TET18A163,AE1,2.4950077534,60.6496925354,0.0542408851,Tetiaroa,TO7,NA,-17.00007,-149.5899,Slope,2018-11-03,11.00-12.10,Abudefduf sexfasciatus,79.8,16.2,11.7,M,Pomacentridae,2018
TET18A164,AE1,7.3389644623,37.64585495,0.8992212804,Tetiaroa,TO7,NA,-17.00007,-149.5899,Slope,2018-11-03,11.00-12.10,Chaetodon reticulatus,56.8,12.2,9.8,F,Chaetodontidae,2018
TET18A165,AE1,9.9702119827,39.3073501587,1.2850059509,Tetiaroa,TO7,NA,-17.00007,-149.5899,Slope,2018-11-03,11.00-12.10,Paracirrhites arcatus,12.8,8.7,6.8,F,Cirrhitidae,2018
TET18A166,AE1,7.5028548241,32.658657074,NA,Tetiaroa,TO8,NA,-17.00867,-149.59573,Slope,2018-11-03,16.30-17.00,Sargocentron spiniferum,NA,28,24,F,Holocentridae,2018
TET18A167,AE1,3.2401168346,60.960483551,0.5986968939,Tetiaroa,TL2,NA,-17.00312,-149.58804,Lagoon,2018-11-04,10.00-12.00,Chaetodon auriga,73.9,14.5,12,NA,Chaetodontidae,2018
TET18A168,AE1,6.8798727989,49.0925521851,0.4585323233,Tetiaroa,TL2,NA,-17.00312,-149.58804,Lagoon,2018-11-04,10.00-12.00,Chaetodon auriga,76.2,15.5,13,M,Chaetodontidae,2018
TET18A170,AE1,5.4547286034,31.1502857208,1.3333951884,Tetiaroa,TO9,NA,-17.00371,-149.59258,Slope,2018-11-04,9.30-10.40,Paracirrhites arcatus,4.45,7,5.5,F,Cirrhitidae,2018
TET18A176,AE1,5.9073162079,35.4995574951,0.5601320622,Tetiaroa,TO11,NA,-17.00817,-149.59544,Slope,2018-11-05,10.15-11.30,Chaetodon auriga,45.4,12.9,10.1,M,Chaetodontidae,2018
TET18A177,AE1,8.8112020493,34.5799865723,NA,Tetiaroa,TO11,NA,-17.00817,-149.59544,Slope,2018-11-05,10.15-11.30,Paracirrhites arcatus,26,15.5,13.5,M,Cirrhitidae,2018
TET18A180,AE1,6.1373739243,34.524559021,NA,Tetiaroa,TO11,NA,-17.00817,-149.59544,Slope,2018-11-05,10.15-11.30,Paracirrhites arcatus,24.1,12,9.5,M,Cirrhitidae,2018
TET18A181,AE1,4.5756826401,25.4690647125,NA,Tetiaroa,TO12,NA,-16.99801,-149.58928,Slope,2018-11-05,11.50-13.00,Epibulus insidiator,217.8,24.9,19.9,F,Labridae,2018
TET18A182,AE1,9.2175321579,34.4086456299,NA,Tetiaroa,TO12,NA,-16.99801,-149.58928,Slope,2018-11-05,11.50-13.00,Epibulus insidiator,NA,33,21.5,M,Labridae,2018
TET18A183,AE1,10.6233863831,42.0728797913,NA,Tetiaroa,TO12,NA,-16.99801,-149.58928,Slope,2018-11-05,11.50-13.00,Sargocentron spiniferum,NA,32,26.5,F,Holocentridae,2018
TET18A184,AE1,2.2424750328,22.3350391388,0.8873093739,Tetiaroa,TO12,NA,-16.99801,-149.58928,Slope,2018-11-05,11.50-13.00,Sargocentron spiniferum,NA,31.9,23.5,M,Holocentridae,2018
TET18A185,AE1,4.8514890671,28.4016990662,2.1458571271,Tetiaroa,TO12,NA,-16.99801,-149.58928,Slope,2018-11-05,11.50-13.00,Paracirrhites arcatus,15.4,11,8.8,F,Cirrhitidae,2018
TET18A186,AE1,4.5835418701,28.9812870026,0.8339318153,Tetiaroa,TO12,NA,-16.99801,-149.58928,Slope,2018-11-05,11.50-13.00,Paracirrhites arcatus,23.3,11.4,9.1,NA,Cirrhitidae,2018
TET18A187,AE1,7.8761329651,31.8928031921,1.5205431495,Tetiaroa,TO12,NA,-16.99801,-149.58928,Slope,2018-11-05,11.50-13.00,Paracirrhites arcatus,26,11.7,9.3,M,Cirrhitidae,2018
TET18A189,AE1,7.3525714874,42.3783073425,0.5851405445,Tetiaroa,TL8,NA,-16.99798,-149.58922,Lagoon,2018-11-06,10.10-11.30,Chaetodon auriga,72,16.1,12,NA,Chaetodontidae,2018
TET18A190,AE1,7.5263404846,43.4501228333,0.919759907,Tetiaroa,TL8,NA,-16.99798,-149.58922,Lagoon,2018-11-06,10.10-11.30,Chaetodon auriga,92.3,16.3,14.2,NA,Chaetodontidae,2018
TET18A191,AE1,7.5408701897,41.2313842773,7.2869015758,Tetiaroa,TL8,NA,-16.99798,-149.58922,Lagoon,2018-11-06,10.10-11.30,Chaetodon auriga,39.4,12.4,10.8,M,Chaetodontidae,2018
TET18A192,AE1,7.0118985176,41.7131996155,1.0389098647,Tetiaroa,TL8,NA,-16.99798,-149.58922,Lagoon,2018-11-06,10.10-11.30,Chaetodon auriga,41.8,13.5,11.5,M,Chaetodontidae,2018
TET18A193,AE1,8.3071546555,42.6646575928,0.7600340457,Tetiaroa,TL8,NA,-16.99798,-149.58922,Lagoon,2018-11-06,10.10-11.30,Chaetodon auriga,75.8,16.1,13.8,F,Chaetodontidae,2018
TET18A200,AE1,3.1087055206,31.9716129303,0.3964844866,Tetiaroa,TO8,NA,-17.00007,-149.5899,Slope,2019-11-03,11.00-12.11,Zebrasoma scopas,111.5,15.2,12,M,Acanthuridae,2019
TET18A201,AE1,3.2002031803,31.1093273163,0.47437117,Tetiaroa,TO9,NA,-17.00007,-149.5899,Slope,2020-11-03,11.00-12.12,Zebrasoma scopas,65.6,13.6,10.9,F,Acanthuridae,2020
TET18A001,AE2,1.9946249723,20.0053730011,0.2984008636,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Zebrasoma scopas,85.3,14.8,12.1,M,Acanthuridae,2018
TET18A002,AE2,2.7891447544,22.6435470581,NA,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Chaetodon ornatissimus,125.9,16,13.7,M,Chaetodontidae,2018
TET18A003,AE2,1.2465629578,16.0358200073,0.2721251786,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Ctenochaetus striatus,167.5,22,17,M,Acanthuridae,2018
TET18A004,AE2,5.061858654,30.9719467163,1.3625140662,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Chaetodon reticulatus,71.5,13.9,11.4,F,Chaetodontidae,2018
TET18A005,AE2,4.2174453735,27.8902072906,NA,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Chaetodon reticulatus,85.1,14.7,11.9,M,Chaetodontidae,2018
TET18A006,AE2,1.0271276236,13.6467494965,0.2571149914,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Ctenochaetus striatus,153.3,22.5,15.7,M,Acanthuridae,2018
TET18A007,AE2,4.6236047745,28.0927810669,0.8426895852,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Chaetodon ornatissimus,83.3,15,12.5,M,Chaetodontidae,2018
TET18A008,AE2,3.0049774647,21.8546047211,1.1048221209,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Chaetodon ornatissimus,83.8,13.6,11.2,F,Chaetodontidae,2018
TET18A009,AE2,9.0147238874,41.4641651936,1.2599793827,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Chlorurus spilurus,69.8,23.8,18.1,M,Scaridae,2018
TET18A010,AE2,6.2605490685,31.8140678406,NA,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Chaetodon reticulatus,236.9,13.3,10.7,F,Chaetodontidae,2018
TET18A011,AE2,7.6974568367,35.5929794312,NA,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Abudefduf sexfasciatus,67.2,17.3,13.3,F,Pomacentridae,2018
TET18A012,AE2,1.6009185314,15.1404657364,0.2770922008,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Ctenochaetus striatus,97.6,23.9,16.8,M,Acanthuridae,2018
TET18A013,AE2,10.1445350647,43.0724067688,0.8092786544,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Abudefduf sexfasciatus,97.6,17.4,12.6,M,Pomacentridae,2018
TET18A014,AE2,2.6812984943,12.7195901871,NA,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Cephalopholis urodeta,163.6,18.5,14.7,M,Serranidae,2018
TET18A016,AE2,4.2082362175,24.0751552582,NA,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Cephalopholis urodeta,99.7,18.6,14.8,F,Serranidae,2018
TET18A017,AE2,4.5105905533,22.741558075,NA,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Myripristis violacea,103.2,17.3,13.1,F,Holocentridae,2018
TET18A018,AE2,5.0636687279,41.8310661316,NA,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Epibulus insidiator,76.4,22.5,20,F,Labridae,2018
TET18A019,AE2,3.1443316936,23.7652492523,NA,Tetiaroa,TO1,NA,-17.5791,-149.79355,Slope,2018-10-27,10.00-11.30,Myripristis violacea,76.5,15.2,10.1,F,Holocentridae,2018
TET18A020,AE2,2.9029922485,22.8353939056,1.2001785935,Tetiaroa,TO2,NA,-17.00736,-149.59448,Slope,2018-10-27,12.10-13.45,Chaetodon ornatissimus,87.8,15.4,13.3,F,Chaetodontidae,2018
TET18A021,AE2,1.2686821222,16.845539093,0.3977220738,Tetiaroa,TO2,NA,-17.00736,-149.59448,Slope,2018-10-27,12.10-13.45,Chlorurus spilurus,200.3,22.5,18.2,F,Scaridae,2018
TET18A022,AE2,3.5587499142,26.6640224457,1.6210925908,Tetiaroa,TO2,NA,-17.00736,-149.59448,Slope,2018-10-27,12.10-13.45,Chaetodon ornatissimus,114.3,15.7,13.3,M,Chaetodontidae,2018
TET18A023,AE2,0.9502981305,16.0540332794,0.1333125189,Tetiaroa,TO2,NA,-17.00736,-149.59448,Slope,2018-10-27,12.10-13.45,Ctenochaetus striatus,159.8,24,16.8,M,Acanthuridae,2018
TET18A024,AE2,3.323464632,24.2735290527,0.5542963503,Tetiaroa,TO2,NA,-17.00736,-149.59448,Slope,2018-10-27,12.10-13.45,Chaetodon ornatissimus,87.3,15.2,12.4,M,Chaetodontidae,2018
TET18A025,AE2,3.6274421215,32.385307312,0.5018563856,Tetiaroa,TO2,NA,-17.00736,-149.59448,Slope,2018-10-27,12.10-13.45,Naso lituratus,250.4,25.2,20,F,Acanthuridae,2018
TET18A026,AE2,2.6323213577,28.8356018066,0.6241659342,Tetiaroa,TO2,NA,-17.00736,-149.59448,Slope,2018-10-27,12.10-13.45,Naso lituratus,219.3,24.2,18.5,F,Acanthuridae,2018
TET18A027,AE2,3.7626965046,27.6543369293,0.8763781912,Tetiaroa,TO2,NA,-17.00736,-149.59448,Slope,2018-10-27,12.10-13.45,Chaetodon reticulatus,79.7,14.1,11.9,M,Chaetodontidae,2018
TET18A028,AE2,4.2358851433,28.8613319397,1.4477112121,Tetiaroa,TO2,NA,-17.00736,-149.59448,Slope,2018-10-27,12.10-13.45,Chaetodon reticulatus,68.2,13.5,11.1,F,Chaetodontidae,2018
TET18A029,AE2,2.1688973904,27.6622562408,0.2930311951,Tetiaroa,TO2,NA,-17.00736,-149.59448,Slope,2018-10-27,12.10-13.45,Naso lituratus,312.3,33.5,21.4,M,Acanthuridae,2018
