species,id,biomass,biomass_dry,tl,C,N,P,location,source,Species,Family,max_size
Epinephelus_merra,10,24.6,5.75,10.3,32.7709190305,10.5227881152,4.9958041555,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,645,57.9,20.11,13.3,39.1951198,10.3064501584,3.190627115,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,750,4.7,0.18,5.7,36.725,10.526,2.9700693655,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1138,110.8,32.83,16.3,35.5606497992,9.3411596419,4.4097184033,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1139,170.2,48.09,18.9,34.969249856,10.0884015186,4.6090948274,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1140,187.5,54.54,19.1,34.9668782,9.4985183317,4.0517285973,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1186,134.3,38.59,16.8,35.6071634,9.5415644,4.4206468495,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1204,126.3,35.79,17.4,34.2262999996,9.3177861807,4.6977419081,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1205,175.8,51.44,18.4,35.62,9.89,4.5278054714,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1206,214.5,63.23,19.2,32.6375850485,9.4137200639,7.0677825031,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1211,163.6,45.83,18.1,36.8103182855,10.8943355039,4.8810849035,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1213,135.7,38.77,17.4,34.8754795655,9.7869748587,4.3811851271,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1214,93,26.25,15,36.7266631,10.2964312,4.1155992827,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1215,79.3,22.17,14,32.4769231,9.0642191,4.7528768139,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1280,106.7,30.83,15.3,37.183,10.188,3.0380090498,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1281,173.9,50.72,17.7,34.3245247228,10.3043307895,4.108221667,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1282,118.6,34.04,16,36.1333208,10.1945198,4.6870345124,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1283,79.8,23.48,14.5,27.5213223,7.4993138,5.078000378,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1285,117.7,35.25,16,35.6042588,9.4416316,5.169441913,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1287,123.8,35.49,16.8,36.4704663,9.8638072,6.9099810534,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1311,139.2,41.92,17.3,41.529,11.606,5.16699459,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1314,177.7,48.75,18.3,36.6160914,9.8613626858,4.0272337127,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1315,45.7,12.35,11.7,32.6724176603,9.4175444509,4.957721778,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1318,77.7,23.01,13.8,36.7279453,9.6924386,4.5761777,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1357,115.5,31.37,16.6,30.6647160599,9.155790517,6.5050562083,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1359,156.7,55.6,19,31.1412798,9.7000159,7.2924195066,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1360,62.4,18.17,13.3,39.9629736,10.5164954,3.680395372,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1362,178.7,51.43,19.1,32.7931908596,9.8297596269,5.3771505437,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1396,99,23.36,15.4,33.892,8.948,4.8868081921,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1398,85.3,19.51,14.6,37.0396578,8.8607782266,5.214164349,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1428,90,21.35,15,34.7380424,7.8997813,5.433366942,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1429,112.7,25.24,15.6,33.065,7.967,4.1113961803,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1430,135.4,37.24,16.9,36.0872011,8.7027657,4.9631394852,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1442,70.3,19.2,13.8,39.378,10.471,4.7395037385,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1495,81.9,23.97,15,33.7728625,10.3542115,5.2202449537,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1497,165.6,55.3,18.4,35.2367961,9.1249454,4.485932939,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1502,57,16.09,13.5,30.5133362,8.9046797,5.912989081,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1507,110.9,31.97,16.4,33.4050524674,9.7877317579,3.497338052,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1508,89,21.96,15.3,36.4107652354,8.8812444878,5.5972332726,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1509,128.8,38.45,17.1,34.8470613,9.1726263,5.421396014,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1512,100.7,25.2,15.8,37.4765170675,8.4006887884,5.433192515,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1514,158.7,50.34,18.5,40.4501719201,11.829,3.961375742,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1515,59.2,19.23,13.2,45.686,10.073,5.1176963175,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1545,105.9,28.85,16,35.512,10.84,4.4489857833,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1546,80.6,23.71,14.4,33.1877592,8.9527409661,3.214630562,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Epinephelus_merra,1547,68.4,18.88,13.3,38.9657411,10.333547,4.366347853,Moorea,Deron_Burkepile,Epinephelus merra,Serranidae,31
Arothron_meleagris,20,182.8,24.89,15.2,39.5951624,10.9322384333,4.127428033,Moorea,Deron_Burkepile,Arothron meleagris,Tetraodontidae,50
Arothron_meleagris,304,247.8,16.51,15.1,35.6060812,9.1190628507,7.4585586489,Moorea,Deron_Burkepile,Arothron meleagris,Tetraodontidae,50
Arothron_meleagris,341,269,21.53,16.7,35.6879587458,9.2639684835,6.118302718,Moorea,Deron_Burkepile,Arothron meleagris,Tetraodontidae,50
Arothron_meleagris,960,188.5,39.24,14.6,39.1406881,11.8276758028,3.3306307474,Moorea,Deron_Burkepile,Arothron meleagris,Tetraodontidae,50
Arothron_meleagris,311_17,319.4,79.19,17.7,43.7448357111,11.71,2.4547879959,Moorea,Deron_Burkepile,Arothron meleagris,Tetraodontidae,50
Arothron_meleagris,445_17,5.7,1.47,4.2,31.16,9.5356167572,4.9653291458,Moorea,Deron_Burkepile,Arothron meleagris,Tetraodontidae,50
Arothron_meleagris,515_17,285.4,67.52,17.4,40.2869344993,10.36,3.1618350662,Moorea,Deron_Burkepile,Arothron meleagris,Tetraodontidae,50
Canthigaster_solandri,9,17.9,3.29,7.2,37.6807133,10.0945901117,3.0291974124,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,14,19.1,3.48,7.4,40.087,11.4,2.654262328,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,15,16.9,3.07,6.9,41.6522617,10.9881926,2.784811694,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,18,13.2,2.39,6.3,44.9090227,11.4586009557,2.4474256857,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,223,18.9,2.07,7.2,32.4548476825,8.2401019493,6.3944226481,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,253,11,1.78,5.8,38.444,9.625,3.820923214,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,678,1,0.2,3,41.1467888683,12.486215622,3.0535764158,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,687,1.2,0.22,3.2,40.8271965859,12.5740339211,2.4790782914,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,760,17.2,3.3,6.6,36.1891005,10.008189,2.696592753,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,821,14.8,3.47,6.3,39.5024368049,11.0434422367,3.4540243307,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,939,7.7,1.86,5,40.651,11.275,2.8111732335,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,971,14.6,3.41,6.7,40.551,11.192,2.887432654,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,972,21.5,5.03,7.1,39.906,10.746,3.4198764538,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,974,20.2,4.41,6.6,34.634,10.455,3.6385400061,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,1017,15.8,3.18,7,37.027,11.158,4.1249709239,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,1023,14.9,3.21,6.3,35.826,10.188,3.466006218,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,1029,17.9,3.16,6.2,40.9904807509,12.9604504976,3.1066215063,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,1238,22.7,5.06,7.6,38.6385735346,12.3210530486,3.8522818557,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,1335,27.7,5.48,7.7,36.5803385,10.2696701031,6.107465941,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,1337,14.9,3.68,6.3,41.9343631,10.4295933802,2.7004782033,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,1338,11.5,2.61,5.9,38.983,10.989,3.4105243331,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,1403,17.1,3.41,7,37.0291322,10.1369431227,3.7857847954,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,1445,13.1,2.54,6.2,39.471,10.775,3.658586134,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,1576,11.5,0.48,6.2,25.9254564868,5.6540591821,5.8642214125,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Canthigaster_solandri,1586,15.2,2,7.1,24.719,6.608,4.6181715616,Moorea,Deron_Burkepile,Canthigaster solandri,Tetraodontidae,11.5
Ostracion_meleagris,405_17,39,12.91,8.6,36.1897383933,8.9119533,4.4041508862,Moorea,Deron_Burkepile,Ostracion meleagris,Ostraciidae,25
Zanclus_cornutus,958,83.4,23.16,12.1,37.8362221621,9.8351145602,4.4892868679,Moorea,Deron_Burkepile,Zanclus cornutus,Zanclidae,23
Zanclus_cornutus,1005,55.9,13.8,10.7,30.5668406,9.3465885782,5.3683564897,Moorea,Deron_Burkepile,Zanclus cornutus,Zanclidae,23
Zanclus_cornutus,312_17,102.1,30.17,12.5,42.2989191117,9.0491533,3.4387911507,Moorea,Deron_Burkepile,Zanclus cornutus,Zanclidae,23
Zanclus_cornutus,443_17,89.4,25.87,12.3,41.4559930034,9.1653109,3.6396697852,Moorea,Deron_Burkepile,Zanclus cornutus,Zanclidae,23
Zanclus_cornutus,444_17,94.2,27.92,12.2,39.3427145407,8.44,4.2650384527,Moorea,Deron_Burkepile,Zanclus cornutus,Zanclidae,23
Acanthurus_coeruleus,NA,46.9,NA,NA,35.57020705,10.61145523,4.037603985,caribbean,Jake_Allgeier,Acanthurus coeruleus,Acanthuridae,39
Acanthurus_coeruleus,NA,12.48,NA,NA,35.70651338,10.55072444,4.701659741,caribbean,Jake_Allgeier,Acanthurus coeruleus,Acanthuridae,39
Acanthurus_chirurgus,NA,45.26,NA,NA,37.19575886,11.3645,2.96936618,caribbean,Jake_Allgeier,Acanthurus chirurgus,Acanthuridae,39
Acanthurus_coeruleus,NA,10.27,NA,NA,38.01698624,11.19378642,2.625357298,caribbean,Jake_Allgeier,Acanthurus coeruleus,Acanthuridae,39
Acanthurus_chirurgus,NA,46.93,NA,NA,38.89914263,11.65832854,2.874356027,caribbean,Jake_Allgeier,Acanthurus chirurgus,Acanthuridae,39
Acanthurus_chirurgus,NA,57.12,NA,NA,38.79586065,12.0858,3.516343182,caribbean,Jake_Allgeier,Acanthurus chirurgus,Acanthuridae,39
Acanthurus_chirurgus,NA,20.8,NA,NA,37.92886506,12.11396575,3.487940875,caribbean,Jake_Allgeier,Acanthurus chirurgus,Acanthuridae,39
Acanthurus_coeruleus,NA,12.15,NA,NA,37.39919332,10.79429077,3.446557062,caribbean,Jake_Allgeier,Acanthurus coeruleus,Acanthuridae,39
Acanthurus_coeruleus,NA,19.84,NA,NA,36.95083359,10.66648168,3.683890478,caribbean,Jake_Allgeier,Acanthurus coeruleus,Acanthuridae,39
Acanthurus_chirurgus,NA,14.73,NA,NA,39.08305418,11.7205,2.917198962,caribbean,Jake_Allgeier,Acanthurus chirurgus,Acanthuridae,39
Acanthurus_chirurgus,NA,54.59,NA,NA,37.91347517,11.4814,3.118402074,caribbean,Jake_Allgeier,Acanthurus chirurgus,Acanthuridae,39
Acanthurus_coeruleus,NA,6.13,NA,NA,37.46124123,10.78553902,3.41119969,caribbean,Jake_Allgeier,Acanthurus coeruleus,Acanthuridae,39
Acanthurus_coeruleus,NA,25.17,NA,NA,36.43100275,10.61093912,3.774564882,caribbean,Jake_Allgeier,Acanthurus coeruleus,Acanthuridae,39
Acanthurus_chirurgus,NA,NA,NA,NA,37.91356173,11.1395,3.250313431,caribbean,Jake_Allgeier,Acanthurus chirurgus,Acanthuridae,39
Chaetodon_striatus,NA,30.2,NA,NA,44.35745376,9.553754355,3.258355107,caribbean,Jake_Allgeier,Chaetodon striatus,Chaetodontidae,16
Chaetodon_capistratus,NA,13.35,NA,NA,43.25354335,8.55170722,3.429748111,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_capistratus,NA,14.78,NA,NA,44.94271404,7.890026665,3.628125,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_capistratus,NA,12.04,NA,NA,44.3811851,8.520504692,3.89458779,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_capistratus,NA,6.2,NA,NA,37.42521094,9.184613273,4.086559762,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_capistratus,NA,11.3,NA,NA,41.42000892,9.835178236,3.633879165,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_striatus,NA,34.47,NA,NA,48.34474241,7.423495005,2.759992842,caribbean,Jake_Allgeier,Chaetodon striatus,Chaetodontidae,16
Chaetodon_striatus,NA,20.26,NA,NA,43.16364249,9.418737709,3.403642837,caribbean,Jake_Allgeier,Chaetodon striatus,Chaetodontidae,16
Chaetodon_striatus,NA,25.06,NA,NA,42.18947545,8.836140583,3.389448539,caribbean,Jake_Allgeier,Chaetodon striatus,Chaetodontidae,16
Chaetodon_striatus,NA,48,NA,NA,48.01015917,7.544430999,3.049287397,caribbean,Jake_Allgeier,Chaetodon striatus,Chaetodontidae,16
Chaetodon_capistratus,NA,11.3,NA,NA,39.49822802,10.48054794,3.75231736,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_capistratus,NA,10,NA,NA,41.19096129,9.658987622,3.952449462,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_capistratus,NA,8.71,NA,NA,37.00716573,10.10101975,3.976052655,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_capistratus,NA,8.64,NA,NA,38.8244309,8.889323423,3.72616714,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_capistratus,NA,8.2,NA,NA,37.84292896,9.843543772,4.002880588,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_capistratus,NA,8.64,NA,NA,38.86922298,9.31258945,3.619882269,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_striatus,NA,31.4,NA,NA,43.22050078,9.102108112,3.497223591,caribbean,Jake_Allgeier,Chaetodon striatus,Chaetodontidae,16
Chaetodon_capistratus,NA,9.22,NA,NA,39.38833226,9.750652198,3.646532316,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_capistratus,NA,7.1,NA,NA,37.7013894,8.85934139,3.555760819,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_capistratus,NA,9.4,NA,NA,36.76128121,9.382131049,1.799562389,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Chaetodon_capistratus,NA,7,NA,NA,37.24434453,8.867973406,3.635982083,caribbean,Jake_Allgeier,Chaetodon capistratus,Chaetodontidae,7.5
Haemulon_plumierii,NA,50.2,NA,NA,36.43275075,10.4586921,3.690798962,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_flavolineatum,NA,31.57,NA,NA,36.65971871,9.903,3.777250295,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_flavolineatum,NA,34.2,NA,NA,38.59972521,9.699829678,4.034695004,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_plumierii,NA,94.2,NA,NA,40.75023778,10.35721431,4.210658498,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_flavolineatum,NA,38.14,NA,NA,42.04316549,9.445456121,4.005759817,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_parra,NA,217.3,NA,NA,37.35256593,12.39147486,4.427145807,caribbean,Jake_Allgeier,Haemulon parra,Haemulidae,41.20000076
Haemulon_flavolineatum,NA,45.62,NA,NA,39.31341467,9.353509099,3.868877754,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_flavolineatum,NA,49.03,NA,NA,38.65,9.46,3.933455876,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_flavolineatum,NA,35.79,NA,NA,37.47,9.73,3.414290193,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_plumierii,NA,47.18,NA,NA,38.74984888,11.09050087,3.650262317,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_flavolineatum,NA,8.34,NA,NA,34.93877605,10.37520368,3.849067297,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_flavolineatum,NA,35.55,NA,NA,36.46879715,9.918,4.361934678,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_flavolineatum,NA,22.4,NA,NA,38.2783501,10.70944906,3.775744484,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_flavolineatum,NA,28.9,NA,NA,37.05802205,10.32488277,3.404922156,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_plumierii,NA,36.4,NA,NA,39.22418035,10.89965265,3.948729202,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_parra,NA,64.3,NA,NA,35.4159786,11.95582327,3.809393142,caribbean,Jake_Allgeier,Haemulon parra,Haemulidae,41.20000076
Haemulon_parra,NA,96,NA,NA,37.04854595,11.89771202,4.696881524,caribbean,Jake_Allgeier,Haemulon parra,Haemulidae,41.20000076
Haemulon_sciurus,NA,34.65,NA,NA,39.67716449,9.944505175,3.981802195,caribbean,Jake_Allgeier,Haemulon sciurus,Haemulidae,46
Haemulon_plumierii,NA,32.4,NA,NA,36.94094326,11.01881675,3.823965492,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_flavolineatum,NA,13.19,NA,NA,38.450818,10.51876669,3.473767764,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_plumierii,NA,33.2,NA,NA,37.49204618,11.09164819,3.794002302,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_plumierii,NA,106,NA,NA,43.59015415,9.206941148,3.324417755,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_plumierii,NA,39.2,NA,NA,36.71453759,10.47113792,4.410518228,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_sciurus,NA,26.53,NA,NA,37.12605906,10.508,3.355481733,caribbean,Jake_Allgeier,Haemulon sciurus,Haemulidae,46
Haemulon_plumierii,NA,56.8,NA,NA,42.98985005,11.22094654,3.776665331,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_plumierii,NA,41.4,NA,NA,37.06542677,10.82290538,3.983838805,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_plumierii,NA,15.2,NA,NA,36.79605885,11.2191,3.926041057,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_plumierii,NA,16.6,NA,NA,37.4066989,11.4844,3.830458379,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_parra,NA,56.8,NA,NA,37.78948888,12.484391,3.239730157,caribbean,Jake_Allgeier,Haemulon parra,Haemulidae,41.20000076
Haemulon_flavolineatum,NA,9.27,NA,NA,36.200258,10.29010128,4.005139395,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_plumierii,NA,34.8,NA,NA,37.92571093,10.92524373,3.734547013,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_plumierii,NA,47.6,NA,NA,40.49569963,12.90043524,2.933778978,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_flavolineatum,NA,3.49,NA,NA,33.86423672,10.05667874,3.823995308,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_plumierii,NA,50.4,NA,NA,37.56872512,10.56046752,3.953175817,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_flavolineatum,NA,5,NA,NA,36.33441412,10.38098696,3.860763752,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_plumierii,NA,77.68,NA,NA,41.11144245,9.566,3.499566017,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_plumierii,NA,9.23,NA,NA,35.41166946,10.29305229,3.629660183,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_flavolineatum,NA,4.51,NA,NA,36.06108517,10.61344675,3.764891465,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_plumierii,NA,39.5,NA,NA,37.37921557,10.26626209,3.413527146,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_plumierii,NA,27.4,NA,NA,33.32045545,10.059,4.162380441,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_flavolineatum,NA,3.68,NA,NA,34.59472425,10.09723807,3.904089757,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_plumierii,NA,25.1,NA,NA,36.31807729,10.85324303,4.107953782,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_plumierii,NA,22.1,NA,NA,36.62436339,10.9004468,3.543502253,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_plumierii,NA,4.85,NA,NA,34.81459003,10.13700823,4.403316035,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_flavolineatum,NA,6.84,NA,NA,34.74004592,10.52491701,4.534341971,caribbean,Jake_Allgeier,Haemulon flavolineatum,Haemulidae,30
Haemulon_sciurus,NA,204,NA,NA,38.89552058,10.3848476,3.078746918,caribbean,Jake_Allgeier,Haemulon sciurus,Haemulidae,46
Haemulon_plumierii,NA,28.3,NA,NA,37.28136037,10.871,4.097063618,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_plumierii,NA,30.6,NA,NA,36.12239965,10.68316399,3.937923104,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_plumierii,NA,55.7,NA,NA,36.60000253,11.1910966,4.140997888,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_sciurus,NA,183.3,NA,NA,43.24555514,10.08236039,3.289076075,caribbean,Jake_Allgeier,Haemulon sciurus,Haemulidae,46
Haemulon_plumierii,NA,135.4,NA,NA,37.38904675,11.16376996,4.050958387,caribbean,Jake_Allgeier,Haemulon plumierii,Haemulidae,53
Haemulon_parra,NA,38.8,NA,NA,35.57703186,11.23783311,4.010318744,caribbean,Jake_Allgeier,Haemulon parra,Haemulidae,41.20000076
Haemulon_parra,NA,45.5,NA,NA,34.36149319,10.816527,4.499826376,caribbean,Jake_Allgeier,Haemulon parra,Haemulidae,41.20000076
Haemulon_sciurus,NA,127.2,NA,NA,38.29922773,11.48251367,3.850612672,caribbean,Jake_Allgeier,Haemulon sciurus,Haemulidae,46
Holocentrus_adscensionis,NA,190.48,NA,NA,39.15826841,12.25421831,4.028450377,caribbean,Jake_Allgeier,Holocentrus adscensionis,Holocentridae,61
Holocentrus_adscensionis,NA,82.05,NA,NA,37.62834928,10.666,3.766132335,caribbean,Jake_Allgeier,Holocentrus adscensionis,Holocentridae,61
Holocentrus_adscensionis,NA,151.2,NA,NA,42.86001724,9.119033987,4.756610457,caribbean,Jake_Allgeier,Holocentrus adscensionis,Holocentridae,61
Holocentrus_adscensionis,NA,110.2,NA,NA,40.43,9.1,4.254020055,caribbean,Jake_Allgeier,Holocentrus adscensionis,Holocentridae,61
Holocentrus_adscensionis,NA,176.44,NA,NA,45.03474583,8.500835278,3.767193394,caribbean,Jake_Allgeier,Holocentrus adscensionis,Holocentridae,61
Holocentrus_adscensionis,NA,207.06,NA,NA,47.09345842,8.913380644,3.150224635,caribbean,Jake_Allgeier,Holocentrus adscensionis,Holocentridae,61
